FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
1384,Sayuran,Lima kacang biji belum matang kalengan tanpa garam ditambahkan padatan dan cairan,"81,17",71,"4,07","0,29","1,14","13,33","3,6","0,93",28,"1,61",34,71,285,4,"0,64","0,162","0,7","1,1","8,7","0,029","0,043","0,532","0,095","0,062",16,25,,150,8,,,90,,,,"0,29",,,"3,6","0,066","0,016","0,139",,USDA
1385,Sayuran,Lobak parsnips dimasak direbus tiriskan dengan garam,"80,24",71,"1,32","0,3","1,13","17,01",4,"4,8",37,"0,58",29,69,367,246,"0,26","0,138","0,294","1,7",13,"0,083","0,051","0,724","0,588","0,093",58,27,,,,,,,,,,1,,,1,"0,05","0,112","0,047",,USDA
1386,Sayuran,Lobak parsnips dimasak direbus tiriskan tanpa garam,"80,24",71,"1,32","0,3","1,13","17,01","3,6","4,8",37,"0,58",29,69,367,10,"0,26","0,138","0,294","1,7",13,"0,083","0,051","0,724","0,588","0,093",58,27,,,,,,,,,,1,,,1,"0,05","0,112","0,047",,USDA
1387,Sayuran,Lobak radish gaya hawaii acar,"91,5",28,"1,1","0,3","1,9","5,2","2,2",2,28,"0,23",8,31,333,789,"0,22","0,171","0,057","0,7",,"0,02","0,03","0,31","0,195","0,1",9,12,,,,,,,,,,,,,"0,5","0,092","0,05","0,135",,USDA
1388,Sayuran,Lobak radish oriental dimasak direbus tiriskan dengan garam,"95,04",17,"0,67","0,24","0,62","3,43","1,6","1,83",17,"0,15",9,24,285,249,"0,13","0,101","0,033","0,7","15,1",,"0,023","0,15","0,114","0,038",17,7,,,,,,,,,,,,,"0,3","0,073","0,04","0,108",,USDA
1389,Sayuran,Lobak radish oriental dimasak direbus tiriskan tanpa garam,"95,04",17,"0,67","0,24","0,62","3,43","1,6","1,83",17,"0,15",9,24,285,13,"0,13","0,101","0,033","0,7","15,1",,"0,023","0,15","0,114","0,038",17,7,,,,,,,,,,,,,"0,3","0,073","0,04","0,108",,USDA
1390,Sayuran,Lobak radish oriental kering,"19,68",271,"7,9","0,72","8,33","63,37","23,9","37,32",629,"6,73",170,204,3.494,278,"2,13","1,631","0,539","0,7",,"0,27","0,68","3,4","1,854","0,618",295,110,,,,,,,,,,"0,01",,,"4,5","0,218","0,119","0,325",,USDA
1391,Sayuran,Mentimun dengan kulitnya mentah,"95,23",15,"0,65","0,11","0,38","3,63","0,5","1,67",16,"0,28",13,24,147,2,"0,2","0,041","0,079","0,3","2,8","0,027","0,033","0,098","0,259","0,04",7,6,,105,5,,11,45,26,,23,"0,03",,,"16,4","0,037","0,005","0,032",,USDA
1392,Sayuran,Mentimun dikupas mentah,"96,73",12,"0,59","0,16","0,36","2,16","0,7","1,38",14,"0,22",12,21,136,2,"0,17","0,071","0,073","0,1","3,2","0,031","0,025","0,037","0,24","0,051",14,6,,72,4,,8,31,18,,16,"0,03",,,"7,2","0,013","0,002","0,003",,USDA
1393,Sayuran,Mizuna (Mustard Greens) dimasak direbus tiriskan dengan garam,"91,78",26,"2,56","0,47","0,69","4,51",2,"1,41",118,"0,87",13,42,162,252,"0,15","0,098",,"0,6","25,3","0,041","0,063","0,433","0,12","0,098",9,"0,3",,10.537,527,,9,6.300,35,,9.900,"1,78",,,"592,7","0,012","0,11","0,046",,USDA
1394,Sayuran,Mizuna (Mustard Greens) dimasak direbus tiriskan tanpa garam,"91,78",26,"2,56","0,47","0,69","4,51",2,"1,41",118,"0,87",13,42,162,9,"0,22","0,146",,"0,6","25,3","0,041","0,063","0,433","0,12","0,098",9,"0,4",,12.370,618,,9,7.400,35,,10.400,"1,78",,,"592,7","0,012","0,11","0,046",,USDA
1395,Sayuran,Nopales dimasak tanpa garam,"94,31",15,"1,35","0,05","1,01","3,28",2,"1,12",164,"0,5",47,16,195,20,"0,21","0,049","0,408","0,7","5,3","0,011","0,04","0,296","0,15","0,067",3,7,,443,22,,47,242,,,,,,,"5,1","0,006","0,007","0,021",,USDA
1396,Sayuran,Okra beku matang rebus tiriskan dengan garam,"91,12",34,"1,63","0,24","0,59","6,41","2,1","2,87",74,"0,52",40,37,184,239,"0,49","0,076","0,844","0,6","9,6","0,073","0,096","0,616","0,209","0,037",100,11,,305,15,,,183,,,420,"0,32",,,"47,8","0,063","0,04","0,064",,USDA
1397,Sayuran,Okra beku matang rebus tiriskan tanpa garam,"91,12",29,"1,63","0,24","0,59","6,41","2,1","2,87",74,"0,52",40,37,184,3,"0,49","0,076","0,844","0,6","9,6","0,073","0,096","0,616","0,209","0,037",100,11,,305,15,,,183,,,420,"0,32",,,"47,8","0,063","0,04","0,064",,USDA
1398,Sayuran,Okra beku tidak siap,"90,82",30,"1,69","0,25","0,61","6,63","2,2","2,97",81,"0,57",43,42,211,3,"0,53","0,083","0,873","0,6","12,4","0,089","0,105","0,708","0,216","0,042",148,11,,350,18,,,210,,,482,"0,33",,,"49,4","0,065","0,041","0,066",,USDA
1399,Sayuran,Okra dimasak direbus tiriskan dengan garam,"92,57",22,"1,87","0,21","0,84","4,51","2,5","2,4",77,"0,28",36,32,135,241,"0,43","0,085","0,294","0,4","16,3","0,132","0,055","0,871","0,213","0,187",46,9,,283,14,,,170,,,390,"0,27",,,40,"0,045","0,028","0,046",,USDA
1400,Sayuran,Okra dimasak direbus tiriskan tanpa garam,"92,57",22,"1,87","0,21","0,84","4,51","2,5","2,4",77,"0,28",36,32,135,6,"0,43","0,085","0,294","0,4","16,3","0,132","0,055","0,871","0,213","0,187",46,9,,283,14,,,170,,,390,"0,27",,,40,"0,045","0,028","0,046",,USDA
1401,Sayuran,Oyong / Gambas (Towelgourd) dimasak direbus dikeringkan dengan garam,"84,29",54,"0,66","0,34","0,96","13,75","2,9","5,17",9,"0,36",20,31,453,257,"0,17","0,085","0,223","0,2","5,7","0,046","0,042","0,26","0,501","0,099",12,,,260,,,,,,,,"0,24",,,"1,7","0,027","0,063","0,148",,USDA
1402,Sayuran,Oyong / Gambas (Towelgourd) dimasak direbus tiriskan tanpa garam,"84,29",56,"0,66","0,34","0,37","14,34","2,9","5,17",9,"0,36",20,31,453,21,"0,17","0,085","0,223","0,2","5,7","0,046","0,042","0,26","0,501","0,099",12,,,260,,,,,,,,"0,24",,,"1,7","0,027","0,063","0,148",,USDA
1403,Sayuran,Pace Cabai Hijau Potong Dadu,"92,3",27,,,"1,03","6,67","3,3","3,33",,,,,,333,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,USDA
1404,Sayuran,Pace Pepap Irisan Jalapenos Nacho,"91,3",13,,,"5,37","3,33","3,3","3,33",67,,,,,1.000,,,,,12,,,,,,,,,333,,,,,,,,,,,,,,,,USDA
1405,Sayuran,Pai Labu Kuning campuran kalengan,"71,49",104,"1,09","0,13","0,91","26,39","8,3",,37,"1,06",16,45,138,208,"0,27","0,068","0,401","1,1","3,5","0,016","0,118","0,374","1,137","0,159",35,,,8.298,415,,,,,,,,,,,"0,065","0,016","0,007",,USDA
1406,Sayuran,Pakcoy dimasak direbus tiriskan dengan garam,"95,55",12,"1,56","0,16","0,95","1,78",1,"0,83",93,"1,04",11,29,371,270,"0,17","0,019","0,144","0,4",26,"0,032","0,063","0,428","0,079","0,166",41,12,,4.249,212,,1,2.549,,,38,"0,09",,,34,"0,021","0,012","0,077",,USDA
1407,Sayuran,Pakcoy dimasak direbus tiriskan tanpa garam,"95,55",12,"1,56","0,16","0,95","1,78",1,"0,83",93,"1,04",11,29,371,34,"0,17","0,019","0,144","0,4",26,"0,032","0,063","0,428","0,079","0,166",41,12,,4.249,212,,1,2.549,,,38,"0,09",,,34,"0,021","0,012","0,077",,USDA
1408,Sayuran,Pakis fiddlehead beku tidak siap,"88,91",34,"4,31","0,35","0,69","5,74",,,24,"0,73",19,58,129,,"0,71","0,22","0,94",,"17,8","0,014","0,13","3,26",,,,,,3.350,168,,280,1.870,,,,,,,,,,,,USDA
1409,Sayuran,Pakis pohon dimasak dengan garam,"88,6",40,"0,29","0,07","0,26","10,78","3,7",,8,"0,16",5,4,5,241,"0,31","0,202","0,539","0,9",30,,"0,3","3,5","0,063","0,179",15,,,200,10,,,,,,,,,,,,,,,USDA
1410,Sayuran,Palem cinta kalengan,"90,2",28,"2,52","0,62","2,04","4,62","2,4",,58,"3,13",38,65,177,426,"1,15","0,133","1,394","0,7","7,9","0,011","0,057","0,437","0,126","0,022",39,,,,,,,,,,,,,,,"0,13","0,103","0,202",,USDA
1411,Sayuran,Panekuk kentang,"47,77",268,"6,08","14,76","3,59","27,81","3,3","1,79",32,"1,67",36,128,622,764,"0,7","0,18","0,26","8,9","27,6","0,158","0,173","1,672","0,757","0,448",41,74,"0,29",113,32,31,,4,2,,87,"0,23","0,3",11,"2,7","2,496","3,73","7,516",95,USDA
1412,Sayuran,Paprika manis berkurang beku cincang tidak siap,"93,96",20,"1,08","0,21","0,3","4,45","1,6","3,26",9,"0,62",8,17,91,5,"0,06","0,053","0,117","0,2","58,7","0,069","0,038","1,37","0,03","0,137",14,4,,2.428,121,,15,1.259,380,,39,"1,23",,,"3,8","0,031","0,014","0,113",,USDA
1413,Sayuran,Paprika manis berkurang beku dicincang dimasak direbus dikeringkan dengan garam,"94,7",16,"0,95","0,18","0,86","3,31","0,8","2,86",8,"0,52",7,13,72,240,"0,05","0,044","0,097","0,2","41,2","0,051","0,031","1,082","0,023","0,108",10,4,,1.917,96,,12,994,300,,31,"1,08",,,"3,4","0,027","0,012","0,099",,USDA
1414,Sayuran,Paprika manis berkurang beku dicincang dimasak direbus dikeringkan tanpa garam,"94,7",16,"0,95","0,18","0,86","3,31","0,8","2,86",8,"0,52",7,13,72,4,"0,05","0,044","0,097","0,2","41,2","0,051","0,031","1,082","0,023","0,108",10,4,,1.917,96,,12,994,300,,31,"1,08",,,"3,4","0,027","0,012","0,099",,USDA
1415,Sayuran,Paprika manis berkurang bekukering,2,314,"17,9",3,"8,4","68,7","21,3","40,77",134,"10,4",188,327,3.170,193,"2,41","1,389","1,897","3,7","1.900,00","1,2","1,2","7,4","0,488","2,223",229,,,77.261,3.863,,6.931,42.891,,,5.799,4,,,"114,2","0,447","0,202","1,607",,USDA
1416,Sayuran,Paprika manis berkurang tumis,"78,95",133,"1,04","12,75","0,7","6,57","1,8","4,28",7,"0,47",12,23,193,21,"0,15","0,017","0,115",,"162,8","0,056","0,109","0,954","0,244","0,364",2,6,,2.760,138,,96,1.570,77,484,106,"3,09",,,"16,4","1,557","2,287","5,719",,USDA
1417,Sayuran,Paprika manis diperkecil dimasak direbus dikeringkan dengan garam,"91,87",26,"0,92","0,2","0,9","6,11","1,2","4,39",9,"0,46",10,18,166,238,"0,12","0,065","0,115","0,3",171,"0,059","0,03","0,477","0,079","0,233",16,6,,2.941,147,,18,1.525,460,,47,"1,65",,,"5,1","0,029","0,013","0,106",,USDA
1418,Sayuran,Paprika manis diperkecil dimasak direbus dikeringkan tanpa garam,"91,87",28,"0,92","0,2","0,31","6,7","1,2","4,39",9,"0,46",10,18,166,2,"0,12","0,065","0,115","0,3",171,"0,059","0,03","0,477","0,079","0,233",16,6,,2.941,147,,18,1.525,460,,47,"1,65",,,"5,1","0,029","0,013","0,106",,USDA
1419,Sayuran,Paprika manis hijau beku cincang tidak siap,"93,96",20,"1,08","0,21","0,3","4,45","1,6",,9,"0,62",8,17,91,5,"0,06","0,053","0,117","0,2","58,7","0,069","0,038","1,37","0,03","0,137",14,,,367,18,,,,,,,,,,,"0,031","0,014","0,113",,USDA
1420,Sayuran,Paprika manis hijau beku dicincang dimasak direbus dikeringkan dengan garam,"94,7",16,"0,95","0,18","0,86","3,31","0,9",,8,"0,52",7,13,72,240,"0,05","0,044","0,097","0,2","41,2","0,051","0,031","1,082","0,023","0,108",10,,,290,,,,,,,,,,,,"0,027","0,012","0,099",,USDA
1421,Sayuran,Paprika manis hijau beku dicincang direbus dikeringkan tanpa garam,"94,7",18,"0,95","0,18","0,27","3,9","0,9",,8,"0,52",7,13,72,4,"0,05","0,044","0,097","0,2","41,2","0,051","0,031","1,082","0,023","0,108",10,,,290,15,,,,,,,,,,,"0,027","0,012","0,099",,USDA
1422,Sayuran,Paprika manis hijau bekukering,2,314,"17,9",3,"8,4","68,7","21,3","38,48",134,"10,4",188,327,3.170,193,"2,41","1,389","1,897","3,7","1.900,00","1,2","1,2","7,4","0,488","2,223",229,89,,5.640,282,,313,3.177,100,,5.199,4,,,"118,6","0,447","0,202","1,607",,USDA
1423,Sayuran,Paprika manis hijau kalengan padatan dan cairan,"91,25",18,"0,8","0,3","3,75","3,9","1,2",,41,"0,8",11,20,146,1.369,"0,18","0,13","0,16","0,3","46,5","0,025","0,03","0,55","0,038","0,178",16,,,155,8,,,,,,,,,,,"0,045","0,02","0,161",,USDA
1424,Sayuran,Paprika manis hijau matang rebus tiriskan dengan garam,"91,87",26,"0,92","0,2","0,9","6,11","1,2","3,19",9,"0,46",10,18,166,238,"0,12","0,065","0,115","0,3","74,4","0,059","0,03","0,477","0,079","0,233",16,7,,468,23,,26,264,8,,431,"0,5",,,"9,8","0,029","0,013","0,106",,USDA
1425,Sayuran,Paprika manis hijau matang rebus tiriskan tanpa garam,"91,87",28,"0,92","0,2","0,31","6,7","1,2","3,19",9,"0,46",10,18,166,2,"0,12","0,065","0,115","0,3","74,4","0,059","0,03","0,477","0,079","0,233",16,7,,468,23,,26,264,8,,431,"0,5",,,"9,8","0,029","0,013","0,106",,USDA
1426,Sayuran,Paprika manis hijau tumis,"82,65",127,"0,78","11,85","0,5","4,22","1,8","2,17",8,"0,3",8,15,134,17,"0,06","0,017","0,062","0,6",177,"0,042","0,048","0,582","0,111","0,196",2,5,,273,14,,42,135,17,,,"1,4",,,"21,3","1,59","2,337","5,9",,USDA
1427,Sayuran,Paprika manis tereduksi kalengan padatan dan cairan,"91,25",18,"0,8","0,3","3,75","3,9","1,2",,41,"0,8",11,20,146,1.369,"0,18","0,13","0,16","0,3","46,5","0,025","0,03","0,55","0,038","0,178",16,,,520,26,,,,,,,,,,,"0,045","0,02","0,161",,USDA
1428,Sayuran,Paprika pasilla kering,"14,84",345,"12,35","15,85","5,82","51,13","26,8",,97,"9,83",130,267,2.222,89,"1,4","0,423","1,58","3,2","6,4","0,172","3,197","7,175","1,591","4,228",170,,,35.760,1.788,,,,,,,,,,,,,,,USDA
1429,Sayuran,Pare (Peria) polong dimasak direbus tiriskan dengan garam,"93,95",19,"0,84","0,18","0,71","4,32",2,"1,95",9,"0,38",16,36,319,242,"0,77","0,033","0,086","0,2",33,"0,051","0,053","0,28","0,193","0,041",51,11,,113,6,,,68,,,1.323,"0,14",,,"4,8",,,,,USDA
1430,Sayuran,Pare (Peria) polong dimasak direbus tiriskan tanpa garam,"93,95",19,"0,84","0,18","0,71","4,32",2,"1,95",9,"0,38",16,36,319,6,"0,77","0,033","0,086","0,2",33,"0,051","0,053","0,28","0,193","0,041",51,11,,113,6,,,68,,,1.323,"0,14",,,"4,8","0,014","0,033","0,078",,USDA
1431,Sayuran,Pare (Peria) pucuk daun dimasak direbus tiriskan dengan garam,"88,69",32,"3,6","0,2","1,35","6,16","1,9","1,04",42,"1,02",94,77,602,249,"0,3","0,201","0,536","0,9","55,6","0,147","0,282","0,995","0,06","0,76",88,21,,2.416,121,,,1.450,,,2.638,"1,45",,,"163,1",,,,,USDA
1432,Sayuran,Pare (Peria) pucuk daun dimasak direbus tiriskan tanpa garam,"88,69",34,"3,6","0,2","0,83","6,68","1,9","1,04",42,"1,02",94,77,602,13,"0,3","0,201","0,536","0,9","55,6","0,147","0,282","0,995","0,06","0,76",88,21,,2.416,121,,,1.450,,,2.638,"1,45",,,"163,1","0,032","0,005","0,083",,USDA
1433,Sayuran,Pepeao keringkan,"11,14",298,"4,82","0,44","2,57","81,03",,,113,"6,14",146,116,708,70,"7,52","5,07","1,151","45,3","1,4","0,826","0,35",3,"21,477","0,95",160,,,,,,,,,,,,,,,,,,,USDA
1434,Sayuran,Peterseli bekukering,2,271,"31,3","5,2","19,12","42,38","32,7",,176,"53,9",372,548,6.300,391,"6,11","0,459","1,338","32,3",149,"1,04","2,26","10,4","2,516","1,375",194,,,63.240,,,,,,,,,,,,,,,,USDA
1435,Sayuran,Pimento kalengan,"93,1",23,"1,1","0,3","0,4","5,1","1,9","2,71",6,"1,68",6,17,158,14,"0,19","0,049","0,092","0,2","84,9","0,017","0,06","0,615","0,01","0,215",6,6,,2.655,133,,238,1.474,,,366,"0,69",,,"8,3","0,045","0,02","0,161",,USDA
1436,Sayuran,Pohon pakis dimasak tanpa garam,"88,6",40,"0,29","0,07","0,06","10,98","3,7",,8,"0,16",5,4,5,5,"0,31","0,202","0,539","0,9",30,,"0,3","3,5","0,063","0,179",15,,,200,10,,,,,,,,,,,"0,009","0,005","0,034",,USDA
1437,Sayuran,Poi,"71,64",112,"0,38","0,14","0,61","27,23","0,4","0,39",16,"0,88",24,39,183,12,"0,22","0,166","0,37","0,7",4,"0,13","0,04","1,1","0,293","0,273",21,17,,66,3,,,31,17,,,"2,3",,,1,"0,029","0,011","0,058",,USDA
1438,Sayuran,Produk tomat kalengan bubur dengan garam,"87,88",38,"1,65","0,21","1,28","8,98","1,9","4,83",18,"1,78",23,40,439,202,"0,36","0,287","0,169","0,7","10,6","0,025","0,08","1,466","0,44","0,126",11,18,,510,26,,,306,,21.754,,"1,97",,,"3,4","0,029","0,031","0,086",,USDA
1439,Sayuran,Produk tomat kalengan bubur tanpa garam,"87,88",38,"1,65","0,21","1,28","8,98","1,9","4,83",18,"1,78",23,40,439,28,"0,36","0,287","0,169","0,7","10,6","0,025","0,08","1,466","0,44","0,126",11,18,,510,26,,,306,,21.754,,"1,97",,,"3,4","0,029","0,031","0,086",,USDA
1440,Sayuran,Produk tomat kalengan saus,"91,28",24,"1,2","0,3","1,92","5,31","1,5","3,56",14,"0,96",15,27,297,474,"0,22","0,115","0,113","0,6",7,"0,024","0,065","0,991","0,309","0,098",9,10,,435,22,,,259,3,13.895,24,"1,44",,,"2,8","0,041","0,045","0,121",,USDA
1441,Sayuran,Produk tomat kalengan saus dengan bawang,"86,09",42,"1,56","0,19","2,21","9,94","1,8",,17,"0,93",19,39,413,551,"0,23","0,181","0,301","0,8","12,7","0,073","0,133","1,242","0,368","0,267",22,,,850,43,,,,,,,,,,,"0,03","0,028","0,077",,USDA
1442,Sayuran,Produk tomat kalengan saus dengan bawang paprika hijau dan seledri,"88,28",41,"0,94","0,74","1,27","8,77","1,4","7,36",13,"0,76",21,38,398,368,"0,28","0,198","0,244","0,6","13,2","0,067","0,12","1,095","0,221","0,194",14,13,,810,41,,,483,6,18.454,30,"1,18",,,"3,7","0,133","0,102","0,337",,USDA
1443,Sayuran,Produk tomat kalengan saus dengan bumbu dan keju,"83,43",59,"2,13","1,93","2,27","10,24","2,2",,37,"0,87",19,54,356,543,"0,36","0,174","0,188","0,9",10,"0,076","0,124","1,209","0,275","0,019",8,,,987,49,,,,,,,,,,,"0,627","0,38","0,825",3,USDA
1444,Sayuran,Produk tomat kalengan saus dengan jamur,"87,97",35,"1,45","0,13","2,02","8,43","1,5","5,77",13,"0,89",19,32,380,452,"0,21","0,199","0,188","0,2","12,4","0,072","0,108","1,265","0,367","0,133",9,,,955,48,,,570,6,18.942,31,"1,92",,,"3,8","0,017","0,01","0,05",,USDA
1445,Sayuran,Produk tomat kalengan saus dengan tidbits tomat,"89,09",32,"1,32","0,39","2,11","7,09","1,4",,10,"0,68",20,42,373,15,"0,19","0,014","0,22","0,6","21,5","0,073","0,097","1,183","0,219","0,155",9,,,801,40,,,,,,,,,,,"0,055","0,058","0,157",,USDA
1446,Sayuran,Produk tomat kalengan saus gaya Spanyol,"89,08",33,"1,44","0,27","1,98","7,24","1,4",,17,"3,48",19,48,369,472,"0,34","0,16","0,216","0,6","8,6","0,074","0,062","1,292","0,281","0,177",14,,,985,49,,,,,,,,,,,"0,038","0,04","0,108",,USDA
1447,Sayuran,Produk tomat kalengan tempel tanpa garam ditambahkan,"73,5",82,"4,32","0,47","2,8","18,91","4,1","12,18",36,"2,98",42,83,1.014,59,"0,63","0,365","0,302","5,3","21,9","0,06","0,153","3,076","0,142","0,216",12,39,,1.525,76,,29,901,,28.764,,"4,3",,,"11,4","0,1","0,067","0,16",,USDA
1448,Sayuran,Puding jagung disiapkan di rumah,"72,33",131,"4,42","5,04","1,23","16,97","1,2","6,59",39,"0,53",15,90,176,282,"0,48","0,043","0,079","6,1","3,7","0,069","0,154","1,033",,"0,127",29,56,"0,31",296,57,51,10,36,70,,436,"0,27","0,5",22,"0,5","2,451","1,499","0,55",72,USDA
1449,Sayuran,Puff kentang beku dipanaskan dengan oven,"59,65",192,"2,13","9,05","1,89","27,29",2,"0,27",14,"0,58",17,84,287,463,"0,3","0,079","0,127","0,4",4,"0,069","0,037","1,449","0,32","0,121",23,25,,5,,,,3,,,16,"0,26",,,"3,7","1,657","4,544","2,354",,USDA
1450,Sayuran,Puff kentang beku tidak siap,"62,8",178,"1,93","8,71","1,75","24,8","2,3","0,28",13,"0,47",16,64,247,428,"0,26","0,075","0,111","0,3","6,9","0,184","0,061","1,815","0,583","0,194",17,25,,4,,,,3,,,15,"0,11",,,"2,5","1,418","3,376","3,14",,USDA
1451,Sayuran,Purslane dimasak direbus tiriskan dengan garam,"93,52",18,"1,49","0,19","1,25","3,55",,,78,"0,77",67,37,488,280,"0,17","0,114","0,307","0,9","10,5","0,031","0,09","0,46","0,036","0,07",9,,,1.852,93,,,,,,,,,,,,,,,USDA
1452,Sayuran,Purslane dimasak direbus tiriskan tanpa garam,"93,52",18,"1,49","0,19","1,25","3,55",,,78,"0,77",67,37,488,44,"0,17","0,114","0,307","0,9","10,5","0,031","0,09","0,46","0,036","0,07",9,,,1.852,93,,,,,,,,,,,,,,,USDA
1453,Sayuran,Rami potherb dimasak direbus tiriskan dengan garam,"87,15",37,"3,68","0,2","1,68","7,29",2,1,211,"3,14",62,72,550,247,"0,79","0,255","0,123","0,9",33,"0,091","0,192","0,89","0,072","0,57",104,13,,5.185,259,,,3.111,,,1.747,"0,07",,,108,"0,03","0,014","0,096",,USDA
1454,Sayuran,Rami potherb dimasak direbus tiriskan tanpa garam,"87,15",37,"3,68","0,2","1,68","7,29",2,1,211,"3,14",62,72,550,11,"0,79","0,255","0,123","0,9",33,"0,091","0,192","0,89","0,072","0,57",104,13,,5.185,259,,,3.111,,,1.747,"0,7",,,108,"0,03","0,014","0,096",,USDA
1455,Sayuran,Rebung Pokeberry (poke) dimasak direbus dikeringkan dengan garam,"92,9",20,"2,3","0,4","1,3","3,1","1,5","1,6",53,"1,2",14,33,184,254,"0,19","0,126","0,336","0,9",82,"0,07","0,25","1,1","0,039","0,111",9,"0,3",,8.700,435,,,5.220,,,1.747,"0,85",,,108,,,,,USDA
1456,Sayuran,Rebung Pokeberry (poke) dimasak direbus dikeringkan tanpa garam,"92,9",20,"2,3","0,4","1,3","3,1","1,5","1,6",53,"1,2",14,33,184,18,"0,19","0,126","0,336","0,9",82,"0,07","0,25","1,1","0,039","0,111",9,"0,3",,8.700,435,,,5.220,,,1.747,"0,85",,,108,"0,092","0,013","0,176",,USDA
1457,Sayuran,Rebung dimasak direbus dikeringkan dengan garam,"95,92",11,"1,53","0,22","0,81","1,52",1,,12,"0,24",3,20,533,240,"0,47","0,082","0,113","0,4",,"0,02","0,05","0,3","0,066","0,098",2,,,,,,,,,,,,,,,"0,051","0,005","0,098",,USDA
1458,Sayuran,Rebung dimasak direbus dikeringkan tanpa garam,"95,92",12,"1,53","0,22","0,41","1,92",1,,12,"0,24",3,20,533,4,"0,47","0,082","0,113","0,4",,"0,02","0,05","0,3","0,066","0,098",2,,,,,,,,,,,,,,,"0,051","0,005","0,098",,USDA
1459,Sayuran,Rebung kaleng padatan yang dikeringkan,"94,32",19,"1,72","0,4","0,34","3,22","1,4","1,89",8,"0,32",4,25,80,7,"0,65","0,114","0,157","0,5","1,1","0,026","0,026","0,14","0,092","0,136",3,,,13,1,,,8,,,,"0,63",,,,"0,092","0,009","0,178",,USDA
1460,Sayuran,Rumput laut agar dikeringkan,"8,68",306,"6,21","0,3","3,93","80,88","7,7","2,97",625,"21,4",770,52,1.125,102,"5,8","0,61","4,3","7,4",,"0,01","0,222","0,202","3,018","0,303",580,63,,,,,,,,,,5,,,"24,4","0,061","0,027","0,102",,USDA
1461,Sayuran,Rumput Laut EmiTsunomata Budidaya Kanada Kering,14,259,"15,34","1,39","23,03","46,24","36,7",,299,"66,38",692,260,2.944,4.331,"2,53","0,47","5,88",,29,"0,48","1,59","3,75",,"0,23",188,,"2,25",8.120,406,,,4.872,,,,"5,53","3,1",126,,"0,45","0,11","0,75",33,USDA
1462,Sayuran,Rumput Laut EmiTsunomata yang Dibudidayakan Kanada Direhidrasi,"89,55",31,"1,86","0,17","2,8","5,62","4,5",,36,"8,07",84,32,358,526,"0,31","0,06","0,71",,"3,5","0,06","0,19","0,46",,"0,03",23,,"0,27",987,49,,,592,,,,"0,67","0,4",15,,"0,05","0,01","0,09",,USDA
1463,Sayuran,Rumput laut spirulina kering,"4,68",290,"57,47","7,72","6,23","23,9","3,6","3,1",120,"28,5",195,118,1.363,1.048,2,"6,1","1,9","7,2","10,1","2,38","3,67","12,82","3,48","0,364",94,66,,570,29,,,342,,,,5,,,"25,5","2,65","0,675","2,08",,USDA
1464,Sayuran,Rutabaga dimasak direbus dikeringkan dengan garam,"91,54",30,"0,93","0,18","0,51","6,84","1,8","3,95",18,"0,18",10,41,216,254,"0,12","0,029","0,097","0,7","18,8","0,082","0,041","0,715","0,155","0,102",15,15,,2,,,,1,,10,13,"0,24",,,"0,2","0,029","0,027","0,095",,USDA
1465,Sayuran,Rutabaga dimasak direbus dikeringkan tanpa garam,"91,54",30,"0,93","0,18","0,51","6,84","1,8","3,95",18,"0,18",10,41,216,5,"0,12","0,029","0,097","0,7","18,8","0,082","0,041","0,715","0,155","0,102",15,15,,2,,,,1,,10,13,"0,24",,,"0,2","0,029","0,027","0,095",,USDA
1466,Sayuran,Salad kentang disiapkan di rumah,76,143,"2,68","8,2","1,95","11,17","1,3",,19,"0,65",15,52,254,529,"0,31","0,118","0,101","4,1",10,"0,077","0,06","0,89","0,534","0,141",7,,,157,32,29,,36,,,,,,,,"1,429","2,48","3,737",68,USDA
1467,Sayuran,Salsifikasi dimasak direbus tiriskan dengan garam,81,68,"2,73","0,17","0,74","15,36","3,1","2,9",47,"0,55",18,56,283,252,"0,3","0,07","0,21","0,6","4,6","0,056","0,173","0,392","0,276","0,218",15,26,,,,,,,,,,"0,19",,,"0,3",,,,,USDA
1468,Sayuran,Salsifikasi dimasak direbus tiriskan tanpa garam,81,68,"2,73","0,17","0,74","15,36","3,1","2,9",47,"0,55",18,56,283,16,"0,3","0,07","0,21","0,6","4,6","0,056","0,173","0,392","0,276","0,218",15,26,,,,,,,,,,"0,19",,,"0,3","0,041","0,003","0,074",,USDA
1469,Sayuran,Saus tomat,"68,51",101,"1,04","0,1","2,94","27,4","0,3","21,27",15,"0,35",13,26,281,907,"0,17","0,085","0,084","0,7","4,1","0,011","0,166","1,434","0,047","0,158",9,13,,527,26,,,316,,12.062,161,"1,46",,,3,"0,014","0,015","0,041",,USDA
